Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder capacity of engine (c.c.),Body Type,Permitted Gross Vehicle Weight,Number of passenger seats,Year Of Manufacture,Month,Registration Year
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,13,2018,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,12,2018,7,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,7,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,12,2018,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,7,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,7,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,7,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,12,2018,7,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,7,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,12,2018,7,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,15,2017,7,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,13,2018,7,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2019
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,15,2018,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,19,2018,8,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,15,2019,8,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,15,2018,8,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,15,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,19,2018,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,19,2018,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,19,2018,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,15,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,15,2018,8,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,15,2018,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,19,2018,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,16,2018,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,8,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,9,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,9,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,9,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,9,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,16,2019,9,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,9,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,14,2019,9,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,9,2019
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,19,2018,9,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,9,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,16,2019,9,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,16,2019,9,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,15,2019,9,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,13,2018,9,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,15,2019,9,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,10,2019
