Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder capacity of engine (c.c.),Body Type,Permitted Gross Vehicle Weight,Number of passenger seats,Year Of Manufacture,Month,Registration Year
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,2,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,2,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,2,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,2,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,2,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,2,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,2,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,2,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,2,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,2,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,2,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,2,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,2,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,14,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,14,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,12,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,16,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,14,2018,2,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,16,2018,2,2019
Private Light Bus,FORD,TRANSIT 2.0 AT LW,Diesel,1995,LIGHT BUS,3.37,12,2017,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,2,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,15,2017,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,12,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,16,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,2,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,14,2018,2,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,3,2019
Public Light Bus,GOLDEN DRAGON,XML6701J,Diesel,3800,LIGHT BUS,5.5,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,3,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,3,2019
Private Light Bus,TOYOTA,COASTER LPG SWB,LPG,4104,LIGHT BUS,5.1,11,2017,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,12,2018,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,16,2018,3,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,3,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,16,2018,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,16,2018,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,14,2018,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,15,2017,3,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,16,2018,3,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,16,2018,3,2019
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,13,2018,3,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,16,2018,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,16,2018,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,16,2018,3,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,15,2018,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,16,2018,3,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,3,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,12,2018,4,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,4,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,4,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,4,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,14,2018,4,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,12,2018,4,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,4,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,14,2017,4,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,12,2018,4,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,4,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,14,2017,4,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,4,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,11,2018,4,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,12,2018,4,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,12,2018,4,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,4,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,4,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,4,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,-,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,4,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,4,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,4,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,6,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,14,2018,6,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,6,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,14,2018,6,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,6,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,16,2019,6,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,14,2017,6,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,14,2018,6,2019
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,16,2019,6,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,6,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,6,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,6,2019
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,6,2019
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2019,6,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2019,7,2019
